file_path,transcript,mfcc_features
data\LXC\LXC\wav\arctic_a0482.wav,And their chief virtue lies in that they will never wear out,"[[-643.39044    103.4628      34.101494  ...    6.3189917    8.071305
    12.947807 ]
 [-645.5856     105.91663     50.321457  ...    6.1355586    9.457502
    15.226692 ]
 [-632.0739     121.31641     53.341125  ...    7.185695    -3.6246428
    -4.975337 ]
 ...
 [-630.52637    123.67395     45.636826  ...    8.699026     4.547924
     1.7792897]
 [-623.6279     126.545334    43.87638   ...    2.2010975    2.7615628
     5.2760067]
 [-623.68915    119.386765    40.03418   ...    1.230038     9.3718195
     8.860367 ]]"
data\LXC\LXC\wav\arctic_a0483.wav,Beyond dispute Corry Hutchinson had married Mabel Holmes,"[[-6.75155945e+02  1.01956940e+02  3.61196098e+01 ...  4.45105362e+00
   1.13054447e+01  1.45098913e+00]
 [-6.42453491e+02  1.10578125e+02  3.71533890e+01 ...  1.92019844e+01
   1.71189995e+01  5.10526228e+00]
 [-6.36908630e+02  1.18029343e+02  4.35315704e+01 ...  4.38192701e+00
  -5.81215191e+00  7.41872787e-01]
 ...
 [-6.40042053e+02  1.23236221e+02  4.37438812e+01 ...  1.93884623e+00
   5.22645140e+00  9.28372765e+00]
 [-6.33301392e+02  1.26021118e+02  4.79188461e+01 ... -3.87827182e+00
  -2.64670825e+00 -4.94403553e+00]
 [-5.16122009e+02  1.04843231e+02  3.16377945e+01 ...  3.15942615e-03
   3.10711563e-01 -9.67758119e-01]]"
data\LXC\LXC\wav\arctic_a0484.wav,No sir,"[[-6.56270264e+02  1.31739334e+02  4.77080574e+01 ...  6.14012623e+00
   1.06932554e+01  6.38956189e-01]
 [-6.26563843e+02  1.27701256e+02  4.43789825e+01 ... -8.15857649e-02
   9.47821617e+00  1.28447437e+01]
 [-6.32272583e+02  1.26071815e+02  3.51706085e+01 ...  1.75199950e+00
   8.78218651e+00  1.23621264e+01]
 ...
 [-6.34840149e+02  1.39980270e+02  4.96579361e+01 ... -9.91177940e+00
   5.34359646e+00 -1.54851222e+00]
 [-6.30643921e+02  1.34809326e+02  5.53909836e+01 ... -2.40589118e+00
   1.11086197e+01  1.25674915e+01]
 [-5.85946289e+02  1.09987549e+02  3.98634033e+01 ...  1.17025661e+01
   3.22931528e+00  3.16732383e+00]]"
data\LXC\LXC\wav\arctic_a0485.wav,Each insult added to the value of the claim,"[[-554.4171     109.76919      9.241804  ...    9.088558    16.835266
     7.773936 ]
 [-630.5588     127.64252     58.71872   ...    8.657172    16.96268
     1.6684476]
 [-632.9492     116.22309     58.857445  ...   -9.69844      6.7693334
    10.707521 ]
 ...
 [-617.0395     110.10402     32.18158   ...   -6.2257495    9.044071
     7.5837283]
 [-619.2394     117.85712     36.03562   ...   -1.5369244   10.676786
     5.867523 ]
 [-589.11615    101.54164     22.225483  ...   17.407917    15.065542
     5.646871 ]]"
data\LXC\LXC\wav\arctic_a0486.wav,For the rest he was a mere automaton,"[[-6.7127264e+02  1.1809836e+02  4.0251457e+01 ...  5.3958206e+00
   1.1627979e+01  4.4737401e+00]
 [-6.2388995e+02  1.2936050e+02  4.0217419e+01 ...  6.6212187e+00
   3.9736953e+00 -3.5133451e-02]
 [-6.2221484e+02  1.3404089e+02  4.4734360e+01 ... -8.7315140e+00
   5.5863013e+00  3.5082223e+00]
 ...
 [-6.0954297e+02  1.1537657e+02  4.8722618e+01 ... -8.2161307e-02
  -7.5158291e+00 -2.8541327e+00]
 [-6.1531781e+02  1.2838721e+02  4.8780544e+01 ... -4.0723572e+00
   4.8401775e+00  8.5797113e-01]
 [-6.1690955e+02  1.0964163e+02  5.1517693e+01 ...  1.3471630e+01
   3.4838822e+00  1.7087966e+00]]"
data\LXC\LXC\wav\arctic_a0487.wav,The river bared its bosom and snorting steamboats challenged the wilderness,"[[-584.3691     115.08713     26.350159  ...   -1.1449896    1.5409164
     2.3832393]
 [-620.1634     118.326096    57.27697   ...    7.294743     6.22063
     1.2497234]
 [-618.54535    109.386566    38.942867  ...   -4.429721     5.547899
     5.333436 ]
 ...
 [-615.923      114.318214    55.37252   ...    6.7325535   -1.0993416
    -1.1932663]
 [-613.2334     111.232185    56.261116  ...    2.3537889   -2.4519417
     2.5337534]
 [-490.2929     119.95278     -8.587198  ...    1.7789106   10.154619
     1.0343655]]"
data\LXC\LXC\wav\arctic_a0488.wav,Their love burned with increasing brightness,"[[-5.90857605e+02  1.24916367e+02  2.63624153e+01 ... -5.89455605e+00
   1.13212144e+00 -1.94962591e-01]
 [-6.38188904e+02  1.22346191e+02  4.71555023e+01 ...  4.60624790e+00
  -2.99566597e-01  1.15144272e+01]
 [-6.30361877e+02  1.32440948e+02  5.22487335e+01 ...  4.20699883e+00
   1.64190674e+01  6.79414272e+00]
 ...
 [-6.24302612e+02  1.25126465e+02  4.66377945e+01 ...  2.85203934e+00
   6.66908693e+00  9.67488003e+00]
 [-6.40745850e+02  1.25361832e+02  4.03162842e+01 ...  3.83590651e+00
   7.07167339e+00  3.26805854e+00]
 [-6.46469421e+02  1.24810333e+02  3.90453796e+01 ... -5.90376854e-01
   5.54566097e+00  1.41338480e+00]]"
data\LXC\LXC\wav\arctic_a0489.wav,They were artists not biologists,"[[-6.29237488e+02  1.18067810e+02  3.53135910e+01 ...  6.81269932e+00
   1.69848175e+01  1.21891174e+01]
 [-6.36543335e+02  1.22154999e+02  5.42136230e+01 ... -9.36777115e-01
   1.57759018e+01  7.57915020e+00]
 [-6.23277039e+02  1.28059799e+02  5.20104294e+01 ...  1.37005353e+00
   7.01549292e+00  1.38198709e+01]
 ...
 [-6.26452332e+02  1.12687698e+02  3.71524811e+01 ... -2.53493195e+01
  -5.71918678e+00  7.95449352e+00]
 [-6.12056946e+02  1.29177399e+02  3.29607811e+01 ... -1.30349045e+01
  -4.89017916e+00  8.26567650e+00]
 [-5.54791321e+02  1.00252998e+02  3.32677765e+01 ...  6.20963275e-02
   6.75005245e+00  1.67878401e+00]]"
data\LXC\LXC\wav\arctic_a0490.wav,Both Johnny and his mother shuffled their feet as they walked,"[[-5.92479431e+02  1.04965805e+02  7.26138401e+00 ...  8.97833586e-01
  -1.56112075e+00 -7.33756876e+00]
 [-6.24310303e+02  1.25266800e+02  4.39004593e+01 ...  1.89455605e+00
   7.36289644e+00  4.72217798e-03]
 [-6.35170227e+02  1.18192719e+02  5.48194695e+01 ...  7.12232447e+00
   1.38701744e+01  1.23960209e+00]
 ...
 [-6.21568054e+02  1.08312943e+02  4.64057999e+01 ...  7.98948860e+00
   1.71501541e+00 -6.58958244e+00]
 [-6.16565430e+02  1.28441406e+02  4.27676468e+01 ...  3.12696123e+00
   1.30285025e+01  1.15950813e+01]
 [-5.40724670e+02  1.04129059e+02  2.79700317e+01 ...  1.46449661e+01
   1.14057369e+01  9.42892551e+00]]"
data\LXC\LXC\wav\arctic_a0491.wav,And as in denial of guilt the one legged boy replied,"[[-656.4669      124.430084     56.10688    ...    0.75001246
     5.20674       4.2615814 ]
 [-633.2415      121.714676     46.150116   ...   -1.4525394
     2.0687492     8.987369  ]
 [-631.33545     124.80559      42.942177   ...    5.2149267
     5.574089      4.751332  ]
 ...
 [-626.825       127.92735      40.737885   ...   -3.714706
    -6.4064255    -1.4006444 ]
 [-626.1446      124.42998      50.084976   ...   -3.1131852
    -3.4093614    -5.06085   ]
 [-514.2759       93.86293      20.937199   ...   13.695477
    13.171328     10.492996  ]]"
data\LXC\LXC\wav\arctic_a0492.wav,Burnt out like the crater of a volcano,"[[-6.55104980e+02  1.24597488e+02  4.84948921e+01 ...  7.31645012e+00
  -1.79534578e+00  1.92104876e+00]
 [-6.35789917e+02  1.06980904e+02  3.30078850e+01 ...  4.04087400e+00
  -7.53616381e+00 -5.52247095e+00]
 [-6.29801392e+02  1.24577957e+02  5.58538094e+01 ... -1.34082842e+00
  -1.73564240e-01 -5.86971569e+00]
 ...
 [-6.02681702e+02  1.20213806e+02  3.71463699e+01 ...  7.31023216e+00
   1.02591248e+01  1.03888929e+00]
 [-6.12614319e+02  1.30207047e+02  3.73794785e+01 ...  1.43484268e+01
   1.71077347e+01  6.16572571e+00]
 [-6.21705750e+02  1.29414246e+02  2.45400238e+01 ...  6.09472275e+00
   1.04949207e+01  2.81269240e+00]]"
data\LXC\LXC\wav\arctic_a0493.wav,The boy O'Brien was specially maltreated,"[[-6.10673523e+02  1.32293823e+02  3.56692848e+01 ...  8.70740032e+00
  -5.28075516e-01  8.71019959e-02]
 [-6.33580566e+02  1.19615326e+02  4.74526367e+01 ... -1.01178226e+01
  -4.68519068e+00 -3.09495425e+00]
 [-6.24976746e+02  1.30194122e+02  3.94670868e+01 ... -4.65505123e+00
  -2.58505535e+00 -2.00733280e+00]
 ...
 [-6.28801636e+02  1.14522751e+02  3.94108315e+01 ...  8.26955414e+00
   3.57846022e+00  6.44972277e+00]
 [-6.22229980e+02  1.18737747e+02  3.01132469e+01 ...  1.35555305e+01
   1.12597828e+01  5.48507404e+00]
 [-6.22750732e+02  1.19571114e+02  3.13702049e+01 ... -6.19191766e-01
   2.07200217e+00  5.93400717e+00]]"
data\LXC\LXC\wav\arctic_a0494.wav,O'Brien took off his coat and bared his right arm,"[[-668.1427     119.261116    45.097954  ...    4.3685884    3.8443046
     1.8627785]
 [-618.2675     121.73961     51.510254  ...   -5.0767527   -1.5941756
    -1.4705696]
 [-632.59534    102.71043     47.35145   ...   -2.1940043   -1.4533203
   -11.683903 ]
 ...
 [-601.5632     109.97287     23.651337  ...    7.761366    13.951281
    -5.702349 ]
 [-573.8394     120.502426    18.80914   ...   12.385287    18.837772
    -2.9589372]
 [-531.0546     108.41162     21.052643  ...   -1.442498    -1.7020798
    -4.39486  ]]"
data\LXC\LXC\wav\arctic_a0495.wav,He bore no grudges and had few enemies,"[[-593.56226    112.98304     28.685394  ...    3.5611734    6.308207
    -2.8619096]
 [-632.93567    118.37491     41.93509   ...   11.545368    26.339556
     3.9154935]
 [-634.7764     128.43286     53.09681   ...   10.68837     17.313137
     8.714603 ]
 ...
 [-625.78625    121.923164    37.094     ...  -12.07851      9.880453
    18.613464 ]
 [-618.2607     117.86862     33.241558  ...   -9.323931     6.5245085
    -5.107354 ]
 [-611.15717    106.534485    32.81934   ...   -5.380471    11.795427
    -6.1036773]]"
data\LXC\LXC\wav\arctic_a0496.wav,And Tom King patiently endured,"[[-6.41523987e+02  9.57438507e+01  8.38475800e+00 ...  1.03319149e+01
   7.40177345e+00  1.23540344e+01]
 [-6.47699890e+02  1.05575760e+02  2.95076466e+01 ... -3.26938224e+00
  -6.47316933e+00 -1.07275438e+00]
 [-6.22382935e+02  1.19298119e+02  2.99653091e+01 ... -1.25618505e+00
  -4.88322854e-01  1.11238537e+01]
 ...
 [-6.24692932e+02  1.26232330e+02  4.82135124e+01 ... -2.22923040e+00
   1.46931038e+01  1.58103142e+01]
 [-6.30991028e+02  1.06745636e+02  4.50929718e+01 ... -2.14910269e+00
   6.70319653e+00  1.17336578e+01]
 [-5.79471130e+02  1.04708313e+02  3.75480957e+01 ...  4.63156044e-01
   6.93605471e+00  5.36971903e+00]]"
data\LXC\LXC\wav\arctic_a0497.wav,King took every advantage he knew,"[[-650.54315    103.13591     20.715096  ...   10.011501    11.483877
     9.205659 ]
 [-609.7699      87.15953     42.632553  ...   -6.029048     4.8489447
    11.501827 ]
 [-625.88184    116.27008     36.830643  ...    9.58843     13.407341
    10.115909 ]
 ...
 [-612.6773     123.743996    21.685017  ...   23.567028    12.8053
    10.744893 ]
 [-611.87897    136.24036     28.550821  ...   14.505671     4.882268
    -6.370186 ]
 [-620.70166    111.81885     21.927876  ...    9.714605     3.4413242
     3.0817943]]"
data\LXC\LXC\wav\arctic_a0498.wav,The lines were now very taut,"[[-6.1923669e+02  1.0536630e+02  2.8339821e+01 ... -1.2704067e+01
   6.9870448e+00 -5.8293891e+00]
 [-6.2868500e+02  1.2527080e+02  5.1906784e+01 ...  5.1732558e-01
   7.2246599e+00  2.5351014e+00]
 [-6.3781714e+02  1.2141521e+02  3.9578491e+01 ... -9.5173378e+00
   1.5733671e+00  2.7739496e+00]
 ...
 [-6.2420178e+02  1.2858099e+02  4.1207993e+01 ... -1.2900755e+01
  -6.4832664e+00  1.0088116e+01]
 [-6.4427057e+02  1.0896535e+02  3.0774086e+01 ... -5.7050524e+00
   9.7572308e+00  6.9437404e+00]
 [-6.3581085e+02  1.2668664e+02  4.2137733e+01 ... -2.6357141e+00
  -1.1366970e+01 -8.8056240e+00]]"
data\LXC\LXC\wav\arctic_a0499.wav,And right there I saw and knew it all,"[[-6.0792401e+02  1.1556537e+02  2.1518932e+01 ...  1.1084722e+00
   1.9462841e+00 -5.2049220e-01]
 [-6.3493970e+02  1.2094451e+02  4.4842838e+01 ... -7.8947711e+00
   1.6645769e+00  6.0779419e+00]
 [-6.4082385e+02  1.2257785e+02  4.9709187e+01 ... -7.0866399e+00
  -7.7183785e+00 -3.0235891e+00]
 ...
 [-6.1734113e+02  1.2689220e+02  5.7277870e+01 ...  4.9446249e-01
  -3.4259934e+00 -7.2899652e-01]
 [-6.0903571e+02  1.2958220e+02  4.2557106e+01 ...  3.7443171e+00
   2.9772291e+00  3.0777695e+00]
 [-5.7964984e+02  1.0944983e+02  4.1640289e+01 ...  5.6319469e-01
   9.9904919e+00  4.6251011e+00]]"
data\LXC\LXC\wav\arctic_a0500.wav,Who the devil gave it to you to be judge and jury,"[[-5.46837830e+02  1.09797226e+02  1.25175323e+01 ... -9.16592479e-02
   1.72613382e+00 -5.70794106e+00]
 [-6.29790588e+02  1.17663269e+02  4.68754883e+01 ...  5.77543640e+00
   4.82553005e+00  8.40996647e+00]
 [-6.35911316e+02  1.14235260e+02  5.07736473e+01 ...  4.59473658e+00
   1.75768852e+01  2.45646019e+01]
 ...
 [-6.15041931e+02  1.18640198e+02  4.80726395e+01 ...  1.01911850e+01
   3.60944176e+00  3.61182928e-01]
 [-6.28561829e+02  1.12389862e+02  4.55241776e+01 ...  1.04212561e+01
  -6.16636395e-01 -2.03648543e+00]
 [-6.21132629e+02  1.24078598e+02  5.52584229e+01 ...  4.04931784e+00
   3.42595911e+00 -3.91867185e+00]]"
data\LXC\LXC\wav\arctic_a0501.wav,You're joking me sir the other managed to articulate,"[[-581.4873     114.50399     19.651966  ...    6.087674    11.690731
     9.440299 ]
 [-631.87335    105.02274     43.67505   ...   10.80166     10.600018
     2.3866255]
 [-645.6693     121.67746     53.78402   ...    9.798745    13.61
    13.6148205]
 ...
 [-616.05676    108.50177     62.59932   ...    1.4419922    5.6758146
    16.206589 ]
 [-625.0835     101.826385    68.90157   ...    3.2444582    5.255869
     4.175236 ]
 [-535.89606     92.42543     29.069244  ...   -1.3794764    1.8611737
     2.0707357]]"
data\LXC\LXC\wav\arctic_a0502.wav,Anything unusual or abnormal was sufficient to send a fellow to Molokai,"[[-5.6706421e+02  1.1014740e+02  8.4622030e+00 ...  8.0329533e+00
   1.1471840e+01  6.8896036e+00]
 [-6.1561395e+02  1.3296756e+02  3.9706192e+01 ...  5.2110138e+00
   9.9966736e+00  1.3387736e+01]
 [-6.4821448e+02  1.1687929e+02  3.9678364e+01 ...  1.3653463e+01
   1.0963656e+01  1.1918749e+01]
 ...
 [-5.5903528e+02  7.4867012e+01  2.5783512e+01 ...  8.7628832e+00
   1.7842379e+01  3.5360303e+00]
 [-5.5127551e+02  8.0541077e+01  3.4994312e+01 ... -1.3379592e+01
   3.6816823e-01  4.7700977e-01]
 [-5.4785333e+02  7.7083618e+01  3.1635469e+01 ...  8.7209692e+00
  -1.2305358e-01 -1.2057376e+01]]"
data\LXC\LXC\wav\arctic_a0503.wav,His beady black eyes saw bargains where other men saw bankruptcy,"[[-575.6311     110.56024     15.751829  ...    2.4463263   13.960569
     2.8085515]
 [-634.8315     129.68921     41.470253  ...   12.927308     8.892349
    -1.7022506]
 [-654.8337     119.61218     55.113068  ...    4.689996     5.1374626
    10.014169 ]
 ...
 [-632.5433     126.2283      44.571667  ...   15.351846     8.027192
     3.7072244]
 [-632.9218     117.74994     48.242226  ...    2.587513    -2.470888
     5.280031 ]
 [-623.8647     125.069405    45.95968   ...   10.144897     4.6238813
    -5.58445  ]]"
data\LXC\LXC\wav\arctic_a0504.wav,He was an athlete and a giant,"[[-4.66195129e+02  1.15945679e+02  1.10200157e+01 ...  2.32749414e+00
   1.05300426e+01  2.03879237e+00]
 [-6.14816345e+02  1.25529419e+02  4.22157516e+01 ...  1.11901197e+01
   5.00960350e+00  7.10730124e+00]
 [-6.33018188e+02  1.24442383e+02  4.32450027e+01 ...  1.60070686e+01
   1.17179623e+01  1.11462097e+01]
 ...
 [-6.43027405e+02  1.24776764e+02  4.90620804e+01 ...  7.62096691e+00
   6.06899261e-01 -2.31273699e+00]
 [-6.48827759e+02  1.18582230e+02  4.64573212e+01 ...  5.86414289e+00
   1.29700718e+01  3.85158300e+00]
 [-6.04921753e+02  1.11844666e+02  4.30606728e+01 ...  3.41521168e+00
   6.81823063e+00  8.78196526e+00]]"
data\LXC\LXC\wav\arctic_a0505.wav,We fished sharks on Niihau together,"[[-6.19147217e+02  1.13905838e+02  2.79330750e+01 ...  1.04322691e+01
  -1.96059287e-01 -4.01164150e+00]
 [-6.42821411e+02  1.29692795e+02  5.24405289e+01 ...  1.57804203e+01
   1.75833778e+01  1.50311251e+01]
 [-6.42838623e+02  1.19655106e+02  4.27344856e+01 ...  1.28040371e+01
   1.82107468e+01  7.81009102e+00]
 ...
 [-6.27476746e+02  1.25005310e+02  5.72895203e+01 ...  1.09371653e+01
   2.05817165e+01  9.86484909e+00]
 [-6.35640503e+02  1.37868652e+02  5.11489639e+01 ...  1.06616192e+01
   1.04027233e+01  3.24682593e+00]
 [-5.20416138e+02  9.65922699e+01  2.15080986e+01 ...  6.74865913e+00
   4.18872499e+00  4.57728243e+00]]"
data\LXC\LXC\wav\arctic_a0506.wav,The Claudine was leaving next morning for Honolulu,"[[-555.6883     117.52973     17.048025  ...    7.8450575    9.685331
     8.604422 ]
 [-631.7495     104.72461     44.657814  ...    1.4195288    7.583214
    -5.3591805]
 [-637.14404    113.38176     57.422726  ...   -1.1372367   21.405869
    -5.2399035]
 ...
 [-642.0379     131.1042      51.073498  ...   12.423963    13.043548
     8.486048 ]
 [-645.5464     139.75821     46.39309   ...   12.853889    14.103696
    13.387655 ]
 [-656.0586     127.51074     47.067688  ...   10.138834    26.679708
    14.090065 ]]"
data\LXC\LXC\wav\arctic_a0507.wav,In short my joyous individualism was dominated by the orthodox bourgeois ethics,"[[-606.519       91.77373     54.676525  ...  -28.524975     3.9626493
    -3.7486439]
 [-601.15125     83.367516    66.74777   ...  -33.243507     8.552849
    -8.512674 ]
 [-608.6527      66.32569     69.941315  ...  -20.270859    23.905106
     5.4067984]
 ...
 [-643.255      127.37177     47.680958  ...   18.590862     5.4603395
     6.4422054]
 [-632.1945     131.99254     43.20411   ...    2.9074929    5.909772
     1.6434822]
 [-606.5942     110.940735    28.207615  ...   -3.0624585    2.9352875
     8.737425 ]]"
data\LXC\LXC\wav\arctic_a0508.wav,Soon shall it be thrust back from off prostrate humanity,"[[-550.4389      97.28931     26.71034   ...    5.7722473    4.079327
     6.5354624]
 [-592.97815     81.63081     53.336937  ...   15.969782    13.930926
     8.583327 ]
 [-588.57336     86.71484     55.40186   ...    6.543444     6.9351463
     7.4010973]
 ...
 [-597.7004      69.08644     46.92251   ...   -4.8418937   -1.8535882
     6.389847 ]
 [-593.80005     76.14219     50.822956  ...   -5.510315    -6.6714134
     4.3670588]
 [-602.47894     66.97239     42.494293  ...    7.49199      9.346403
     7.556204 ]]"
data\LXC\LXC\wav\arctic_a0509.wav,Yet in accordance with Ernest's test of truth it worked,"[[-4.73349945e+02  1.15956314e+02  1.05919399e+01 ...  2.14234740e-01
   9.25596809e+00  3.34816039e-01]
 [-6.44471069e+02  1.21375534e+02  4.81930656e+01 ...  8.04494286e+00
   1.18149033e+01  1.13760662e+01]
 [-6.40408325e+02  1.15027046e+02  5.52593994e+01 ... -7.01744556e-02
   6.37453556e+00  9.04547787e+00]
 ...
 [-6.40112000e+02  1.21160805e+02  4.55816345e+01 ...  4.83501148e+00
   1.51876440e+01  4.74603081e+00]
 [-6.37018799e+02  1.30997925e+02  4.80717316e+01 ...  2.19086242e+00
   3.85434937e+00  3.50295806e+00]
 [-6.41474121e+02  1.19759186e+02  5.74037781e+01 ...  3.22805500e+00
   8.02248001e+00  4.86527771e-01]]"
data\LXC\LXC\wav\arctic_a0510.wav,Much more Ernest told them of themselves and of his disillusionment,"[[-612.173      102.48566     10.57669   ...   21.072004    16.125607
    14.174332 ]
 [-653.7089     111.44843     51.912056  ...   14.573228     9.798286
     2.4028873]
 [-649.0446     105.01511     42.821136  ...    2.9169407    4.559466
    -5.136167 ]
 ...
 [-610.0967     116.106674    49.096943  ...   -2.459856     2.656146
    11.322699 ]
 [-631.83765    110.63512     35.686794  ...   10.687412     7.780848
    10.294682 ]
 [-582.4626      94.32147     16.230988  ...    5.512464    13.859709
     9.485041 ]]"
data\LXC\LXC\wav\arctic_a0511.wav,There is more behind this than a mere university ideal,"[[-531.5194     110.31094      8.203954  ...    8.053041    13.262249
     6.297753 ]
 [-644.73193    120.94722     41.26783   ...   12.390623    10.5287075
     5.990794 ]
 [-638.5288     120.94829     53.972366  ...    6.9302354   12.228436
     3.8001213]
 ...
 [-653.6902     124.490814    36.241867  ...    7.215048    11.6331415
     9.03228  ]
 [-659.0489     116.92167     42.158672  ...    2.2445002    8.307893
     6.234055 ]
 [-572.0157      95.97593     32.966156  ...    7.1920304   11.5700035
     8.75681  ]]"
data\LXC\LXC\wav\arctic_a0512.wav,No it is a palace wherein there are many servants,"[[-6.32267334e+02  1.10920471e+02  3.03496685e+01 ...  1.27739582e+01
   9.77065945e+00  3.18385053e+00]
 [-6.48223938e+02  1.14109032e+02  4.41552734e+01 ...  6.50184345e+00
   3.66561556e+00  1.44725657e+00]
 [-6.49581299e+02  1.09126953e+02  3.53334274e+01 ... -5.03796339e-03
  -1.84158921e+00 -1.26368656e+01]
 ...
 [-6.47721985e+02  1.16496796e+02  4.14459763e+01 ... -2.26869631e+00
   6.07899284e+00  6.40433884e+00]
 [-5.88744446e+02  7.54715118e+01  3.79400482e+01 ... -3.97698879e+00
   5.90920544e+00 -2.97163153e+00]
 [-5.84900208e+02  6.98055801e+01  4.53600845e+01 ...  1.03611526e+01
   8.40609169e+00 -1.14461927e+01]]"
